FacilityID,FacilityLatitude,FacilityLongitude,FacilityName,count,type
232932,55.248055555600004,-132.553611111,JOSEPHINE LAKE CABIN,1,CABIN NONELECTRIC
232266,39.8830555556,-121.19916666700001,HUTCHINS,3,GROUP STANDARD NONELECTRIC
233739,45.3725,-111.168055556,SWAN CREEK CAMPGROUND,13,STANDARD NONELECTRIC
233807,37.25,-118.55,FOUR JEFFREY,106,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232342,34.5172222222,-119.276944444,HOLIDAY GROUP CAMPGROUND,1,GROUP STANDARD NONELECTRIC
232286,34.2352777778,-116.883055556,PINEKNOT,47,STANDARD NONELECTRIC
232278,32.861388888899995,-116.416111111,BURNT RANCHERIA,57,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232816,35.8286111111,-118.457777778,HOSPITAL FLAT,36,"STANDARD NONELECTRIC,WALK TO"
232763,40.883888888899996,-122.217777778,MOORE CREEK,1,GROUP STANDARD NONELECTRIC
232245,41.8563888889,-123.888888889,GRASSY FLAT CAMPGROUND,19,"STANDARD NONELECTRIC,WALK TO"
232809,36.1416666667,-118.59972222200001,BELKNAP,15,TENT ONLY NONELECTRIC
232819,35.7958333333,-118.451111111,HEADQUARTERS,42,"RV NONELECTRIC,TENT ONLY NONELECTRIC,YURT,STANDARD NONELECTRIC"
232938,59.5447222222,-135.08833333299998,LAUGHTON GLACIER CABIN,1,CABIN NONELECTRIC
232812,37.2519444444,-119.168888889,COLLEGE,10,TENT ONLY NONELECTRIC
232926,57.4257027778,-133.928525,CHURCH BIGHT CABIN,1,CABIN NONELECTRIC
232949,55.9713888889,-131.393333333,ANCHOR PASS CABIN,1,CABIN NONELECTRIC
232946,59.5013888889,-135.226388889,DENVER CABOOSE CABIN,1,CABIN NONELECTRIC
233069,56.6975,-132.26722222200002,TWIN LAKES CABIN (AK),1,CABIN NONELECTRIC
233018,60.6215277778,-149.752194444,DEVILS PASS CABIN,1,CABIN NONELECTRIC
233775,37.8166666667,-120.083333333,PINES GROUP STANISLAUS,1,GROUP TENT ONLY AREA NONELECTRIC
232955,55.597611111099994,-131.562875,JORDAN LAKE CABIN,1,CABIN NONELECTRIC
232786,35.6708333333,-118.47222222200001,FRENCH GULCH,1,GROUP STANDARD NONELECTRIC
232930,58.1221861111,-134.4725,YOUNG LAKE (SOUTH) CABIN,1,CABIN NONELECTRIC
233017,56.5480555556,-133.187222222,KAH SHEETS LAKE CABIN,1,CABIN NONELECTRIC
232937,57.8736111111,-136.44972222200002,GREENTOP CABIN,1,CABIN NONELECTRIC
232348,38.98,-120.32,LOON LAKE CHALET,1,CABIN ELECTRIC
233040,57.0663888889,-135.607338889,FREDS CREEK CABIN,1,CABIN NONELECTRIC
233029,60.1975,-149.413333333,DALE CLEMENS CABIN,1,CABIN NONELECTRIC
232832,39.9254555556,-120.510494444,LIGHTNING TREE,11,STANDARD NONELECTRIC
234001,34.5416666667,-119.80916666700001,LOS PRIETOS,38,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,STANDARD ELECTRIC"
232337,60.414722222200005,-149.380277778,TRAIL RIVER,93,"RV NONELECTRIC,TENT ONLY NONELECTRIC"
232912,37.307777777800005,-119.54416666700001,CEDAR BLUFF,22,STANDARD NONELECTRIC
234546,39.6294444444,-120.544722222,CHAPMAN,26,"STANDARD NONELECTRIC,WALK TO"
232753,40.8875,-122.3775,ANTLERS,45,STANDARD NONELECTRIC
232874,39.1383333333,-120.156111111,WILLIAM KENT CAMPGROUND,81,"STANDARD NONELECTRIC,CABIN NONELECTRIC"
231963,39.6666666667,-120.657777778,LAKES BASIN,11,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC,TENT ONLY NONELECTRIC"
231831,46.0875,-115.513888889,OHARA,31,STANDARD NONELECTRIC
233981,38.6511111111,-120.406111111,CAPPS CROSSING,10,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD AREA NONELECTRIC"
232878,37.3130555556,-119.57,FORKS CAMPGROUND,27,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232889,35.8066666667,-118.452777778,CAMP THREE CAMPGROUND,53,"STANDARD NONELECTRIC,WALK TO,GROUP STANDARD NONELECTRIC"
233735,34.3863888889,-117.689444444,TABLE MOUNTAIN (ANGELES),42,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232910,37.3286111111,-119.577777778,RECREATION POINT,4,GROUP TENT ONLY AREA NONELECTRIC
234536,39.6277777778,-120.64472222200001,BERGER,9,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
232915,40.1833333333,-120.611944444,BOULDER CREEK (CA),44,STANDARD NONELECTRIC
234114,39.3941666667,-120.105555556,BOCA CAMPGROUND,23,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
234543,39.5394444444,-120.911388889,RAMSHORN,16,TENT ONLY NONELECTRIC
234598,41.3088888889,-123.520833333,PEARCH CREEK CAMPGROUND,10,STANDARD NONELECTRIC
232909,37.3330555556,-119.58527777799999,CRANE VALLEY,7,GROUP STANDARD NONELECTRIC
234278,45.9227777778,-113.72611111100001,EAST FORK CABIN,1,CABIN ELECTRIC
234480,47.936388888900005,-113.850555556,SWAN LAKE CAMPGROUND,40,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232974,59.8022222222,-147.886388889,SAN JUAN BAY CABIN,1,CABIN NONELECTRIC
234361,45.0175,-111.96277777799999,VIGILANTE CABIN,1,CABIN ELECTRIC
231947,33.6558333333,-117.46027777799999,FALCON GROUP,3,GROUP TENT ONLY AREA NONELECTRIC
232823,35.9541666667,-118.618055556,HOLEY MEADOW,9,TENT ONLY NONELECTRIC
234405,40.3669444444,-123.316944444,FOREST GLEN GUARD STATION,1,CABIN NONELECTRIC
232869,39.542777777800005,-120.31472222200001,COLD CREEK,11,"STANDARD NONELECTRIC,WALK TO"
233929,45.500277777799994,-110.51666666700001,PINE CREEK CAMPGROUND,26,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,WALK TO,GROUP STANDARD NONELECTRIC"
231965,34.2233333333,-116.975,BLUFF MESA GROUP CAMP,1,GROUP STANDARD NONELECTRIC
233059,56.2411111111,-133.32,RED BAY LAKE CABIN,1,CABIN NONELECTRIC
232927,57.3492555556,-134.163077778,PYBUS BAY CABIN,1,CABIN NONELECTRIC
234395,46.9941666667,-115.53333333299999,SURVEYORS LOOKOUT,1,CABIN NONELECTRIC
233071,56.6441666667,-131.898888889,MOUNT FLEMER CABIN,1,CABIN NONELECTRIC
234412,47.38555555560001,-115.395555556,SAVENAC BUNKHOUSE,1,CABIN ELECTRIC
234349,41.6322222222,-123.081944444,INDIAN SCOTTY GROUP SITE,1,GROUP STANDARD AREA NONELECTRIC
231961,34.5558333333,-119.753888889,UPPER OSO CAMPGROUND,19,"EQUESTRIAN NONELECTRIC,TENT ONLY NONELECTRIC,WALK TO,STANDARD NONELECTRIC"
233045,56.980555555600006,-135.35055555600002,SAMSING COVE CABIN,1,CABIN NONELECTRIC
234366,45.04,-111.285833333,WAPITI CABIN,1,CABIN NONELECTRIC
233021,60.7830555556,-149.678055556,CARIBOU CREEK CABIN,1,CABIN NONELECTRIC
234372,44.803888888900005,-111.88916666700001,WEST FORK CABIN (S OF ENNIS),1,CABIN NONELECTRIC
232962,55.223213888900005,-131.15513055600002,ALAVA BAY CABIN,1,CABIN NONELECTRIC
233048,57.7033333333,-135.714722222,MOSER ISLAND CABIN,1,CABIN NONELECTRIC
234334,45.4266666667,-111.206388889,GARNET MOUNTAIN FIRE LOOKOUT,1,CABIN NONELECTRIC
231952,32.8502777778,-116.42,WOODED HILL GROUP,1,GROUP RV AREA NONELECTRIC
233076,56.5780555556,-132.36583333299998,GARNET LEDGE CABIN,1,CABIN NONELECTRIC
231960,34.5391666667,-119.791111111,SAGE HILL,5,"GROUP STANDARD NONELECTRIC,GROUP EQUESTRIAN"
234358,45.2491666667,-105.9325,DIAMOND BUTTE LOOKOUT,1,CABIN NONELECTRIC
234383,48.67694444439999,-115.19,MCGUIRE MTN. LOOKOUT RENTAL,1,CABIN NONELECTRIC
234429,48.8452777778,-116.101944444,DEER RIDGE LOOKOUT,1,CABIN NONELECTRIC
232963,60.466388888900006,-146.438055556,DOUBLE BAY CABIN,1,CABIN NONELECTRIC
232942,58.3123888889,-133.956861111,TURNER LAKE WEST CABIN,1,CABIN NONELECTRIC
232935,55.455,-133.35777777799998,POINT AMARGURA CABIN,1,CABIN NONELECTRIC
234409,46.839444444399994,-110.973888889,CALF CREEK CABIN,1,CABIN NONELECTRIC
233078,56.165,-132.689166667,STEAMER BAY CABIN,1,CABIN NONELECTRIC
233032,57.8186111111,-136.152777778,GOULDING LAKE CABIN,1,CABIN NONELECTRIC
232993,56.8683333333,-133.317222222,SALT CHUCK EAST CABIN,1,CABIN NONELECTRIC
232960,56.0113888889,-131.565,REFLECTION LAKE CABIN,1,CABIN NONELECTRIC
232931,55.539722222200005,-132.855,BLACK BEAR LAKE CABIN,1,CABIN NONELECTRIC
234343,48.837222222200005,-114.351666667,SCHNAUS CABIN,1,CABIN NONELECTRIC
232957,55.6183333333,-131.483333333,PATCHING LAKE CABIN,1,CABIN NONELECTRIC
233105,56.9613555556,-135.147286111,SALMON LAKE CABIN SITKA,1,CABIN NONELECTRIC
233047,57.2427777778,-135.397777778,ALLAN POINT CABIN,1,CABIN NONELECTRIC
232956,55.937222222200006,-131.806666667,MCDONALD LAKE CABIN,1,CABIN NONELECTRIC
232995,60.692777777799996,-148.39833333299998,PAULSON BAY CABIN,1,CABIN NONELECTRIC
233036,57.4211111111,-135.71943333299998,SULOIA LAKE CABIN,1,CABIN NONELECTRIC
234467,40.1877777778,-121.683333333,MCCARTHY POINT LOOKOUT,1,CABIN NONELECTRIC
232961,55.571944444399996,-131.519444444,SOUTHEAST HECKMAN CABIN,1,CABIN NONELECTRIC
234452,46.978611111099994,-112.531388889,ASPEN GROVE GROUP USE AREA,1,GROUP STANDARD NONELECTRIC
234451,46.822222222200004,-111.679444444,INDIAN FLATS CABIN,1,CABIN NONELECTRIC
232925,57.581938888900005,-134.273927778,JIMS LAKE CABIN,1,CABIN NONELECTRIC
233034,57.5144444444,-135.041944444,SITKOH LAKE (EAST) CABIN,1,CABIN NONELECTRIC
233024,56.763055555600005,-132.936666667,RAVENS ROOST CABIN,1,CABIN NONELECTRIC
232929,58.1344472222,-134.494405556,YOUNG LAKE (NORTH) CABIN,1,CABIN NONELECTRIC
233072,56.6193,-132.5137,LITTLE DRY ISLAND CABIN,1,CABIN NONELECTRIC
234482,46.7872222222,-115.303333333,COLD SPRINGS PEAK CABIN,1,CABIN NONELECTRIC
231974,34.292222222199996,-116.864444444,TANGLEWOOD GROUP CAMP,1,GROUP TENT ONLY AREA NONELECTRIC
232351,34.2233333333,-116.806111111,GREEN SPOT EQUESTRIAN GROUP CAMP,1,GROUP STANDARD NONELECTRIC
232999,56.64361111109999,-133.721666667,DEVILS ELBOW CABIN,1,CABIN NONELECTRIC
234337,48.8736111111,-114.37666666700001,FORD CABIN,1,CABIN NONELECTRIC
232971,55.0941666667,-130.644444444,HUGH SMITH LAKE CABIN,1,CABIN NONELECTRIC
232987,61.0511111111,-149.10888888899999,CROW PASS CABIN,1,CABIN NONELECTRIC
234587,39.2705555556,-120.658888889,NORTH FORK (CA),17,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
231956,37.6822222222,-119.089444444,AGNEW MEADOWS GROUP CAMP,4,GROUP STANDARD NONELECTRIC
232762,40.8666666667,-122.253055556,HIRZ BAY,47,STANDARD NONELECTRIC
232083,38.865833333299996,-120.405,SUNSET-UNION VALLEY,75,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
233882,45.751111111099995,-113.95083333299999,INDIAN TREES CAMPGROUND,15,"RV NONELECTRIC,TENT ONLY NONELECTRIC"
232782,36.8027777778,-118.93694444399999,PRINCESS,90,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
232077,36.7747222222,-118.34555555600001,ONION VALLEY,17,"STANDARD NONELECTRIC,WALK TO,TENT ONLY NONELECTRIC"
232138,34.5119444444,-119.27361111100001,WHEELER GORGE,67,STANDARD NONELECTRIC
232765,40.9272222222,-122.248055556,PINE POINT (CA),1,GROUP STANDARD NONELECTRIC
232966,60.3834833333,-144.5889,MARTIN LAKE CABIN,1,CABIN NONELECTRIC
232069,36.5976111111,-118.184805556,LONE PINE,28,"STANDARD NONELECTRIC,WALK TO,GROUP TENT ONLY AREA NONELECTRIC"
233837,37.4706472222,-119.642733333,SUMMERDALE CAMPGROUND,59,STANDARD NONELECTRIC
232047,39.1138888889,-120.423888889,FRENCH MEADOWS,75,STANDARD NONELECTRIC
232054,34.2447222222,-117.06194444399999,GREEN VALLEY,37,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
231948,32.730277777800005,-116.4825,BOULDER OAKS EQST,13,EQUESTRIAN NONELECTRIC
232768,38.9819444444,-119.948611111,Nevada Beach Campground and Day Use Pavilion,54,STANDARD NONELECTRIC
232984,55.479444444399995,-130.58277777799998,WILSON NARROWS CABIN,1,CABIN NONELECTRIC
232785,36.6647222222,-118.83166666700001,STONY CREEK SEQUOIA,47,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,WALK TO"
233744,45.485,-110.967777778,HOOD CREEK CAMPGROUND,26,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
231950,32.8869444444,-116.45555555600001,EL PRADO GROUP,5,"GROUP TENT ONLY AREA NONELECTRIC,GROUP STANDARD NONELECTRIC"
232992,61.0822222222,-147.861111111,COGHILL LAKE CABIN,1,CABIN NONELECTRIC
233033,57.665194444399994,-135.009361111,KOOK LAKE CABIN,1,CABIN NONELECTRIC
233952,34.2083138889,-117.046833333,SHADY COVE GROUP CAMPGROUND,3,GROUP TENT ONLY AREA NONELECTRIC
232754,40.8747222222,-122.2375,DEKKAS ROCK,1,GROUP STANDARD NONELECTRIC
231949,33.3127777778,-116.86472222200001,CRESTLINE GROUP,1,GROUP TENT ONLY AREA NONELECTRIC
234589,39.306388888899995,-120.519444444,BIG BEND GROUP (YUBA RIVER),2,GROUP STANDARD NONELECTRIC
231966,34.2233333333,-116.975,BOULDER GROUP CAMP,1,GROUP STANDARD NONELECTRIC
233104,38.9291666667,-120.325,VAN VLECK BUNKHOUSE,1,CABIN NONELECTRIC
234566,46.5041666667,-111.208333333,THOMPSON GUARD STATION,1,CABIN NONELECTRIC
232973,59.8788888889,-147.455,LOG JAM BAY CABIN,1,CABIN NONELECTRIC
232975,61.0003,-146.510133333,JACK BAY CABIN,1,CABIN NONELECTRIC
232982,60.2161111111,-147.28916666700002,PORT CHALMERS CABIN,1,CABIN NONELECTRIC
233042,56.7052777778,-134.92388888899998,AVOSS LAKE CABIN,1,CABIN NONELECTRIC
232068,34.1755555556,-116.8625,LOBO GROUP,2,GROUP STANDARD NONELECTRIC
233097,40.8666666667,-122.253055556,HIRZ BAY GROUP 2,1,GROUP STANDARD NONELECTRIC
233011,56.8455555556,-133.688611111,BIG JOHN BAY CABIN,1,CABIN NONELECTRIC
233010,60.570388888900005,-149.875694444,ROMIG CABIN,1,CABIN NONELECTRIC
233094,59.4133333333,-139.093888889,MIDDLE DANGEROUS RIVER CABIN,1,CABIN NONELECTRIC
233084,56.060277777799996,-131.466111111,EAGLE LAKE CABIN,1,CABIN NONELECTRIC
234006,38.755,-120.275,HARVEY WEST CABIN,1,CABIN NONELECTRIC
233061,55.5816666667,-132.668611111,SALMON LAKE CABIN THORNE BAY,1,CABIN NONELECTRIC
233003,60.3486111111,-149.073333333,LOWER PARADISE LAKE CABIN,1,CABIN NONELECTRIC
233768,38.8791666667,-120.3625,BIG SILVER GROUP,1,GROUP STANDARD NONELECTRIC
233095,59.297222222200006,-139.08583333299998,ITALIO RIVER CABIN,1,CABIN NONELECTRIC
234540,39.623611111100004,-120.61222222200001,SALMON CREEK,32,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
232149,47.609722222200006,-93.5769444444,CLUBHOUSE LAKE,28,STANDARD NONELECTRIC
234613,46.46,-84.7794444444,BAY VIEW,24,"STANDARD NONELECTRIC,WALK TO"
231999,47.1358333333,-94.4566666667,STONY POINT,43,"STANDARD ELECTRIC,WALK TO"
231853,40.59575,-105.842852778,CHAMBERS LAKE,51,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
231925,44.49694444439999,-111.34,FLAT ROCK (IDAHO),16,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
234544,39.5663888889,-120.599166667,WILD PLUM,46,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
231903,40.8927777778,-109.45416666700001,FIREFIGHTERS CAMPGROUND,60,STANDARD NONELECTRIC
232162,38.9527777778,-78.7347222222,Trout Pond Recreation Area,37,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD AREA NONELECTRIC"
233878,44.7152777778,-107.46138888899999,TIE FLUME,26,STANDARD NONELECTRIC
234596,39.8794444444,-106.277222222,COW CREEK SOUTH,44,STANDARD NONELECTRIC
231869,38.7141666667,-106.222777778,MOUNT PRINCETON,19,"STANDARD NONELECTRIC,RV NONELECTRIC,TENT ONLY NONELECTRIC"
233617,33.8408333333,-95.5341666667,SANDERS COVE,89,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
234359,45.640277777799994,-105.97611111100001,WHITETAIL CABIN,1,CABIN ELECTRIC
232122,37.7466666667,-112.585555556,WHITE BRIDGE,29,STANDARD NONELECTRIC
233714,44.1191666667,-86.4275,LAKE MICHIGAN AT MANISTEE,53,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232025,40.9655555556,-110.387222222,BRIDGER LAKE CAMPGROUND,30,"STANDARD NONELECTRIC,RV NONELECTRIC"
233507,34.733611111100004,-90.06888888889999,HERNANDO POINT,76,STANDARD ELECTRIC
232044,39.2735611111,-106.348686111,FATHER DYER,23,STANDARD NONELECTRIC
234608,41.3772222222,-123.451388889,OAK BOTTOM CAMPGROUND,26,STANDARD NONELECTRIC
232001,45.937466666700004,-86.70708888889999,FLOWING WELL CAMPGROUND,6,STANDARD NONELECTRIC
233852,42.5591666667,-111.29694444399999,SUMMIT VIEW CAMPGROUND,21,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
234484,48.3325,-113.949444444,EMERY BAY CAMPGROUND,28,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
234031,29.182222222199997,-81.7125,JUNIPER SPRINGS REC AREA,78,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
234601,35.535277777800005,-118.706944444,OAK FLAT LOOKOUT,1,CABIN NONELECTRIC
234458,36.7188888889,-118.835,BIG MEADOWS CABIN,1,CABIN ELECTRIC
234457,36.862222222199996,-119.28861111100001,CAMP FOUR AND HALF CABIN,1,CABIN NONELECTRIC
234564,32.4119444444,-110.73194444399999,WHITETAIL CAMPGROUND,5,GROUP STANDARD ELECTRIC
234417,47.178333333299996,-114.9075,THOMPSON PEAK LOOKOUT TOWER,1,CABIN ELECTRIC
233995,40.9294444444,-109.47777777799999,JARVIES FAMILY BOAT IN,8,BOAT IN
234338,48.2622222222,-113.415,ZIPS PLACE CABIN,1,CABIN ELECTRIC
234434,47.9125,-115.896388889,GEM PEAK LOOKOUT RENTAL,1,CABIN NONELECTRIC
234345,48.3819444444,-114.71,STAR MEADOWS GUARD STATION,1,CABIN ELECTRIC
231878,39.3319444444,-105.316666667,MEADOWS GROUP CAMPGROUND,2,GROUP STANDARD NONELECTRIC
234404,40.2333333333,-122.916944444,POST CREEK GUARD STATION,1,CABIN NONELECTRIC
234351,45.6425,-113.82222222200001,MAY CREEK CABIN,1,CABIN NONELECTRIC
233873,44.1483333333,-106.95305555600001,LOST CABIN CAMPGROUND,19,STANDARD NONELECTRIC
232063,40.6455555556,-111.64611111100001,JORDAN PINES,4,"GROUP TENT ONLY AREA NONELECTRIC,GROUP STANDARD NONELECTRIC"
234568,46.3238888889,-111.744444444,EAGLE GUARD STATION,1,CABIN NONELECTRIC
234609,42.3511111111,-112.26444444399999,MALAD SUMMIT GUARD STATION,1,CABIN NONELECTRIC
234346,47.1922222222,-113.49388888899999,BIG LARCH CAMPGROUND,2,GROUP STANDARD NONELECTRIC
232134,47.75305555560001,-92.47222222219999,PFEIFFER LAKE,4,STANDARD NONELECTRIC
231865,38.582777777800004,-106.22,ANGEL OF SHAVANO GROUP,1,GROUP STANDARD NONELECTRIC
234254,45.068055555600004,-116.166944444,GROUSE CAMPGROUND,21,STANDARD NONELECTRIC
233912,35.4513888889,-80.0727777778,BADIN LAKE GROUP CAMP,3,GROUP STANDARD NONELECTRIC
234169,45.772777777799995,-88.5408333333,MORGAN LAKE CAMPGROUND AND GROUP SITE,9,"GROUP STANDARD AREA NONELECTRIC,RV NONELECTRIC"
234397,45.994722222200004,-112.823055556,HIGH RYE CABIN,1,CABIN NONELECTRIC
234356,45.6908333333,-112.425,HELLS CANYON GUARD STATION,1,CABIN NONELECTRIC
234425,47.0163888889,-110.498055556,DRY WOLF CABIN,1,CABIN NONELECTRIC
234440,46.103611111099994,-115.55916666700001,JOHNSON BAR GROUP SITE,1,GROUP STANDARD NONELECTRIC
234432,48.836111111099996,-115.929166667,MT. BALDY-BUCKHORN RIDGE,1,CABIN NONELECTRIC
234408,46.4483333333,-115.331388889,LIZ BUTTE CABIN,1,CABIN NONELECTRIC
234421,47.9008333333,-115.038333333,BEND GUARD STATION,1,CABIN ELECTRIC
234448,46.2291666667,-113.570833333,WEST FORK OF ROCK CREEK CABIN,1,CABIN NONELECTRIC
231962,34.8155555556,-119.098333333,MCGILL CAMPGROUND,2,GROUP STANDARD NONELECTRIC
232318,46.0577777778,-86.54972222219999,CAMP SEVEN LAKE CAMPGROUND,38,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
232622,31.946152777800002,-96.71671111110001,LIBERTY HILL (Navarro Mills Lake),101,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
232357,40.0583333333,-107.449722222,NORTH FORK CAMPGROUND,28,STANDARD NONELECTRIC
232300,43.9808194444,-103.472286111,SHERIDAN LAKE,91,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232521,36.6397222222,-93.0458333333,BEAVER CREEK (MO),33,STANDARD ELECTRIC
232512,32.7994444444,-94.5919444444,ALLEY CREEK CAMP,80,"TENT ONLY NONELECTRIC,STANDARD ELECTRIC,RV ELECTRIC,GROUP STANDARD ELECTRIC"
232559,31.6744444444,-85.0641666667,COTTON HILL,102,"TENT ONLY ELECTRIC,STANDARD ELECTRIC"
231954,38.8494444444,-120.231111111,WRIGHTS LAKE,65,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,WALK TO"
231959,35.917222222199996,-121.465,PLASKETT CREEK CAMPGROUND,46,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232176,44.3519444444,-70.9841666667,HASTINGS CAMPGROUND,14,STANDARD NONELECTRIC
232294,39.262222222199995,-106.35277777799999,SILVER DOLLAR,39,STANDARD NONELECTRIC
232358,44.1408333333,-114.911111111,OUTLET CAMPGROUND,18,STANDARD NONELECTRIC
232582,32.115833333299996,-87.38972222219999,MILLERS FERRY CAMPGROUND,66,STANDARD ELECTRIC
232414,39.1455555556,-111.455277778,FERRON RESERVOIR,18,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232229,40.1688888889,-111.47527777799999,CHERRY,18,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
232553,33.3583333333,-94.1916666667,CLEAR SPRING,116,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
232394,44.3388888889,-71.2186111111,BARNES FIELD CAMPGROUND,11,"GROUP STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
231957,37.6488888889,-119.073611111,PUMICE FLAT GROUP CAMP,4,GROUP STANDARD NONELECTRIC
232042,44.288888888900004,-115.03194444399999,ELK CREEK CAMPGROUND (SAWTOOTH NF),1,GROUP STANDARD NONELECTRIC
231969,33.7886111111,-116.737777778,FERN BASIN,15,STANDARD NONELECTRIC
232588,31.8261111111,-99.5658333333,FLATROCK (TEXAS),64,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC,GROUP STANDARD NONELECTRIC,OVERNIGHT SHELTER NONELECTRIC"
233417,34.2716666667,-93.2041666667,ARLIE MOORE,87,"RV ELECTRIC,STANDARD ELECTRIC,TENT ONLY ELECTRIC"
232123,36.5898611111,-118.229777778,WHITNEY PORTAL,29,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,WALK TO,GROUP TENT ONLY AREA NONELECTRIC"
232565,36.2583333333,-92.2405555556,DAM - QUARRY,69,"STANDARD ELECTRIC,GROUP STANDARD AREA ELECTRIC"
232567,35.5219444444,-91.9975,DAM SITE(GREERS FERRY),241,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
232107,38.9041666667,-120.59166666700001,STUMPY MEADOWS,39,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
233435,40.8786111111,-93.0266666667,BRIDGEVIEW (RATHBUN LAKE),103,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232037,34.2352777778,-117.209166667,DOGWOOD                                      ,90,"TENT ONLY NONELECTRIC,STANDARD ELECTRIC,STANDARD NONELECTRIC"
233427,42.2858333333,-90.4033333333,BLANDING LANDING,37,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
233465,39.4513888889,-88.7625,COON CREEK (IL),181,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
233419,47.1375,-98.0,EAST ASHTABULA CROSSING,37,"STANDARD ELECTRIC,WALK TO"
231958,36.2397222222,-121.478611111,ARROYO SECO,38,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,WALK TO,GROUP STANDARD NONELECTRIC"
232057,34.1586111111,-116.785833333,HEART BAR EQUESTRIAN,1,GROUP STANDARD NONELECTRIC
233537,38.7136111111,-123.05638888899999,LIBERTY GLEN (LAKE SONOMA),99,"CABIN NONELECTRIC,GROUP STANDARD NONELECTRIC,GROUP EQUESTRIAN,STANDARD NONELECTRIC"
233575,37.902777777800004,-93.3291666667,OUTLET PARK,22,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
232009,38.0066666667,-80.0105555556,LAKE SHERWOOD,106,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
233551,40.086944444400004,-99.3155555556,METHODIST COVE,131,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
232589,36.0448861111,-85.7634694444,FLOATING MILL PARK,104,"STANDARD ELECTRIC,TENT ONLY ELECTRIC,RV ELECTRIC,STANDARD NONELECTRIC"
234567,46.696944444399996,-111.62416666700001,BAR GULCH,1,CABIN NONELECTRIC
231946,41.4613888889,-111.496944444,MONTE CRISTO,2,GROUP STANDARD NONELECTRIC
232547,31.9644444444,-97.4141666667,CEDRON CREEK,66,"STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
234607,45.4783333333,-110.95166666700001,MAXEY CABIN,1,CABIN NONELECTRIC
232674,33.2986111111,-94.16805555559999,PINEY POINT,68,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
233898,34.299722222199996,-110.998055556,SHARP CREEK,20,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
